"","Parroquia","Municipio","forest_decrease_annual","Area","w","forest_decrease_cum","forest_decrease_proportion","forest_decrease_cum_w","forest_decrease_annual_w","Year"
"50","Altagracia","Cedeño",0,1546.96069739035,0.00608037719201109,11.1072860479835,0,0.0675364887513021,0,2016
"51","Altagracia","Cedeño",0,1546.96069739035,0.00608037719201109,11.1072860479835,0,0.0675364887513021,0,2017
"52","Altagracia","Cedeño",0.564810147013669,1546.96069739035,0.00608037719201109,11.6720961949972,0.000365109564817307,0.0709707474870204,0.00343425873571835,2018
"53","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,11.6720961949972,0,0.0282375346073914,0,1993
"54","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,11.6720961949972,0,0.0282375346073914,0,1994
"55","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,11.6720961949972,0,0.0282375346073914,0,1995
"56","Andrés Eloy BLanco","Piar",0.940617947461408,615.498043568208,0.00241923422628185,12.6127141424586,0.00152822248143697,0.030513109739745,0.00227557513235362,1996
"57","Andrés Eloy BLanco","Piar",0.752574427357428,615.498043568208,0.00241923422628185,13.365288569816,0.0012227080739275,0.0323337635522326,0.00182065381248755,1997
"58","Andrés Eloy BLanco","Piar",4.23244289572042,615.498043568208,0.00241923422628185,17.5977314655365,0.00687645223238048,0.0425730342663429,0.0102392707141103,1998
"59","Andrés Eloy BLanco","Piar",6.58381487294953,615.498043568208,0.00241923422628185,24.181546338486,0.0106967275391834,0.0585008245464859,0.015927790280143,1999
"60","Andrés Eloy BLanco","Piar",9.8763770448256,615.498043568208,0.00241923422628185,34.0579233833116,0.0160461550577311,0.0823940939249924,0.0238932693785065,2000
"61","Andrés Eloy BLanco","Piar",2.91577815113038,615.498043568208,0.00241923422628185,36.973701534442,0.00473726631887703,0.0894480442244518,0.00705395029945943,2001
"62","Andrés Eloy BLanco","Piar",1.69312451249983,615.498043568208,0.00241923422628185,38.6668260469418,0.00275082029941855,0.0935441089944481,0.00409606476999636,2002
"63","Andrés Eloy BLanco","Piar",1.03465777057585,615.498043568208,0.00241923422628185,39.7014838175176,0.00168100903225892,0.0960471884855137,0.00250307949106557,2003
"64","Andrés Eloy BLanco","Piar",1.4110019384417,615.498043568208,0.00241923422628185,41.1124857559593,0.00229245560272091,0.0994607326683419,0.0034135441828282,2004
"65","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,41.1124857559593,0,0.0994607326683419,0,2005
"66","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,41.1124857559593,0,0.0994607326683419,0,2006
"67","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,41.1124857559593,0,0.0994607326683419,0,2007
"68","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,41.1124857559593,0,0.0994607326683419,0,2008
"69","Andrés Eloy BLanco","Piar",0.376229127645791,615.498043568208,0.00241923422628185,41.4887148836051,0.000611259664555048,0.100370919050867,0.000910186382524861,2009
"70","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,41.4887148836051,0,0.100370919050867,0,2010
"71","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,41.4887148836051,0,0.100370919050867,0,2011
"72","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,41.4887148836051,0,0.100370919050867,0,2012
"73","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,41.4887148836051,0,0.100370919050867,0,2013
"74","Andrés Eloy BLanco","Piar",0.0940537732776245,615.498043568208,0.00241923422628185,41.5827686568828,0.000152809215659516,0.100598457158291,0.000227538107424183,2014
"75","Andrés Eloy BLanco","Piar",0,615.498043568208,0.00241923422628185,41.5827686568828,0,0.100598457158291,0,2015
"76","Andrés Eloy BLanco","Piar",0.094055049923428,615.498043568208,0.00241923422628185,41.6768237068062,0.000152811289826635,0.10082599835422,0.000227541195929405,2016
"77","Andrés Eloy BLanco","Piar",0.0940671342257133,615.498043568208,0.00241923422628185,41.7708908410319,0.000152830923199009,0.101053568784907,0.000227570430687095,2017
"78","Andrés Eloy BLanco","Piar",0.658414662882993,615.498043568208,0.00241923422628185,42.4293055039149,0.00106972665431394,0.10264642807244,0.00159285928753236,2018
"79","Aripao","Sucre",54.5650691506042,38014.5772840151,0.149417479753426,96.9943746545191,0.00143537224530834,14.4926550111378,8.15297511505469,1993
"80","Aripao","Sucre",0,38014.5772840151,0.149417479753426,96.9943746545191,0,14.4926550111378,0,1994
"81","Aripao","Sucre",47.0508847786854,38014.5772840151,0.149417479753426,144.045259433205,0.00123770637845472,21.5228796349378,7.0302246238,1995
"82","Aripao","Sucre",30.6943746205906,38014.5772840151,0.149417479753426,174.739634053795,0.000807436957440465,26.109155733354,4.58627609841616,1996
"83","Aripao","Sucre",79.5855303112242,38014.5772840151,0.149417479753426,254.325164365019,0.00209355294724504,38.000625097297,11.891469363943,1997
"84","Aripao","Sucre",51.6482607870994,38014.5772840151,0.149417479753426,305.973425152119,0.00135864356457851,45.7177780577531,7.71715296045608,1998
"85","Aripao","Sucre",200.353377309816,38014.5772840151,0.149417479753426,506.326802461935,0.00527043549144142,75.654074755473,29.9362966977199,1999
"86","Aripao","Sucre",43.1656790524721,38014.5772840151,0.149417479753426,549.492481514407,0.00113550332889333,82.1037817313386,6.44970697586563,2000
"87","Aripao","Sucre",20.4975268691778,38014.5772840151,0.149417479753426,569.990008383585,0.00053920175715848,85.1664705373093,3.06268880597068,2001
"88","Aripao","Sucre",18.0309651556173,38014.5772840151,0.149417479753426,588.020973539202,0.000474317128950404,87.8606119083835,2.69414137107418,2002
"89","Aripao","Sucre",15.4863259513692,38014.5772840151,0.149417479753426,603.507299490571,0.000407378617830405,90.1745397026771,2.31392779429366,2003
"90","Aripao","Sucre",381.327525641781,38014.5772840151,0.149417479753426,984.834825132352,0.0100310868326327,147.151537544682,56.9769978420048,2004
"91","Aripao","Sucre",2.54957435989198,38014.5772840151,0.149417479753426,987.384399492244,6.70683338352958e-05,147.532488519981,0.380950975299014,2005
"92","Aripao","Sucre",6.2262019738555,38014.5772840151,0.149417479753426,993.6106014661,0.000163784590509535,148.46279192735,0.930303407369294,2006
"93","Aripao","Sucre",12.7523963148694,38014.5772840151,0.149417479753426,1006.36299778097,0.000335460689713672,150.368222845535,1.90543091818466,2007
"94","Aripao","Sucre",10.9570620496719,38014.5772840151,0.149417479753426,1017.32005983064,0.000288233168234631,152.005399442499,1.63717659696388,2008
"95","Aripao","Sucre",13.3011605660743,38014.5772840151,0.149417479753426,1030.62122039672,0.000349896316528748,153.992825332077,1.98742588957847,2009
"96","Aripao","Sucre",4.90599202364683,38014.5772840151,0.149417479753426,1035.52721242036,0.000129055545902644,154.725866295941,0.733040963863719,2010
"97","Aripao","Sucre",6.2436946156549,38014.5772840151,0.149417479753426,1041.77090703602,0.000164244746666704,155.658783409762,0.93291711382119,2011
"98","Aripao","Sucre",1.98032792892117,38014.5772840151,0.149417479753426,1043.75123496494,5.20939089793295e-05,155.954679017987,0.295895608224723,2012
"99","Aripao","Sucre",6.22325792999951,38014.5772840151,0.149417479753426,1049.97449289494,0.000163707145380158,156.884542533743,0.929863515756049,2013
"100","Aripao","Sucre",2.54572802923097,38014.5772840151,0.149417479753426,1052.52022092417,6.696715342147e-05,157.264918800008,0.380376266265347,2014
"101","Aripao","Sucre",0,38014.5772840151,0.149417479753426,1052.52022092417,0,157.264918800008,0,2015
"102","Aripao","Sucre",8.01135651792501,38014.5772840151,0.149417479753426,1060.53157744209,0.000210744327316083,158.461955500323,1.19703670031454,2016
"103","Aripao","Sucre",3.01603454351425,38014.5772840151,0.149417479753426,1063.54761198561,7.93388946819217e-05,158.912603780664,0.450648280341173,2017
"104","Aripao","Sucre",3.86460839374794,38014.5772840151,0.149417479753426,1067.41222037936,0.000101661222348327,159.490043827092,0.577440046427752,2018
"105","Ascensión Farreras","Cedeño",6.79228238228017,16811.7736418215,0.0660791998021852,1074.20450276164,0.000404019381118924,70.9825739663932,0.448828584651554,1993
"106","Ascensión Farreras","Cedeño",0,16811.7736418215,0.0660791998021852,1074.20450276164,0,70.9825739663932,0,1994
"107","Ascensión Farreras","Cedeño",26.6685702876969,16811.7736418215,0.0660791998021852,1100.87307304933,0.00158630319773966,72.7448117508725,1.76223778447934,1995
"108","Ascensión Farreras","Cedeño",21.3913086176091,16811.7736418215,0.0660791998021852,1122.26438166694,0.00127240046608737,74.1583323070457,1.4135205561732,1996
"109","Ascensión Farreras","Cedeño",15.6511090728487,16811.7736418215,0.0660791998021852,1137.91549073979,0.000930961206491293,75.1925450705963,1.03421276355056,1997
"110","Ascensión Farreras","Cedeño",35.8041381789934,16811.7736418215,0.0660791998021852,1173.71962891878,0.00212970617745684,77.558453871071,2.36590880047475,1998
"111","Ascensión Farreras","Cedeño",38.8403980912597,16811.7736418215,0.0660791998021852,1212.56002701004,0.00231030936525573,80.1249962969398,2.56654242586876,1999
"112","Ascensión Farreras","Cedeño",9.4253841515546,16811.7736418215,0.0660791998021852,1221.9854111616,0.000560641866370821,80.7478181395027,0.622821842562926,2000
"113","Ascensión Farreras","Cedeño",8.95714993121431,16811.7736418215,0.0660791998021852,1230.94256109281,0.000532790300538677,81.3396994394656,0.59188129996284,2001
"114","Ascensión Farreras","Cedeño",3.1107757579194,16811.7736418215,0.0660791998021852,1234.05333685073,0.000185035548550388,81.5452570123129,0.20555757284735,2002
"115","Ascensión Farreras","Cedeño",4.33643070109668,16811.7736418215,0.0660791998021852,1238.38976755183,0.000257940107539233,81.831804883039,0.286547870726098,2003
"116","Ascensión Farreras","Cedeño",75.6200556166904,16811.7736418215,0.0660791998021852,1314.00982316852,0.00449804150518512,86.8287176471867,4.99691276414764,2004
"117","Ascensión Farreras","Cedeño",9.51588500783247,16811.7736418215,0.0660791998021852,1323.52570817635,0.000566025049502239,87.4575197139138,0.628802066727181,2005
"118","Ascensión Farreras","Cedeño",1.50779174424566,16811.7736418215,0.0660791998021852,1325.0334999206,8.96866551007341e-05,87.5571533858419,0.0996336719280943,2006
"119","Ascensión Farreras","Cedeño",5.27462101546078,16811.7736418215,0.0660791998021852,1330.30812093606,0.000313745659907022,87.9056961218034,0.348542735961438,2007
"120","Ascensión Farreras","Cedeño",5.93558231653623,16811.7736418215,0.0660791998021852,1336.24370325259,0.000353061041802911,88.2979146516401,0.392218529836715,2008
"121","Ascensión Farreras","Cedeño",8.85765115689149,16811.7736418215,0.0660791998021852,1345.10135440949,0.000526871902132735,88.8832211522144,0.58530650057429,2009
"122","Ascensión Farreras","Cedeño",3.95765813519949,16811.7736418215,0.0660791998021852,1349.05901254469,0.000235409910906383,89.144740034879,0.261518882664591,2010
"123","Ascensión Farreras","Cedeño",4.14577427440472,16811.7736418215,0.0660791998021852,1353.20478681909,0.000246599458375501,89.4186894814921,0.273949446613149,2011
"124","Ascensión Farreras","Cedeño",1.69725659817953,16811.7736418215,0.0660791998021852,1354.90204341727,0.000100956426986227,89.5308428393588,0.112153357866682,2012
"125","Ascensión Farreras","Cedeño",0.942642917013787,16811.7736418215,0.0660791998021852,1355.84468633428,5.60704026295499e-05,89.5931319290143,0.0622890896554687,2013
"126","Ascensión Farreras","Cedeño",3.58188374586125,16811.7736418215,0.0660791998021852,1359.42657008014,0.000213058052182599,89.8298199407252,0.236688011710965,2014
"127","Ascensión Farreras","Cedeño",0,16811.7736418215,0.0660791998021852,1359.42657008014,0,89.8298199407252,0,2015
"128","Ascensión Farreras","Cedeño",2.07285438409673,16811.7736418215,0.0660791998021852,1361.49942446424,0.000123297780963469,89.9667924997328,0.136972559007563,2016
"129","Ascensión Farreras","Cedeño",7.72459839563563,16811.7736418215,0.0660791998021852,1369.22402285988,0.00045947551758725,90.4772277805096,0.510435280776846,2017
"130","Ascensión Farreras","Cedeño",5.74606146664497,16811.7736418215,0.0660791998021852,1374.97008432652,0.000341787939158952,90.8569229242397,0.37969514373007,2018
"131","Barceloneta","Raúl Leoni",83.4538344388451,46866.9970793985,0.184212191415305,1458.42391876537,0.00178065247699706,268.659466088265,15.3732137239897,1993
"132","Barceloneta","Raúl Leoni",0,46866.9970793985,0.184212191415305,1458.42391876537,0,268.659466088265,0,1994
"133","Barceloneta","Raúl Leoni",111.465666161458,46866.9970793985,0.184212191415305,1569.88958492682,0.00237834026303459,289.192800719434,20.533334631169,1995
"134","Barceloneta","Raúl Leoni",45.6163523006988,46866.9970793985,0.184212191415305,1615.50593722752,0.000973315022155549,297.595888941118,8.40308822168431,1996
"135","Barceloneta","Raúl Leoni",83.7578592337082,46866.9970793985,0.184212191415305,1699.26379646123,0.00178713944680117,313.025107738814,15.429218797696,1997
"136","Barceloneta","Raúl Leoni",60.8847367540002,46866.9970793985,0.184212191415305,1760.14853321523,0.00129909617744132,324.240818520013,11.2157107811983,1998
"137","Barceloneta","Raúl Leoni",300.118782961604,46866.9970793985,0.184212191415305,2060.26731617684,0.00640362732122917,379.526357214264,55.2855386942513,1999
"138","Barceloneta","Raúl Leoni",56.3183018639684,46866.9970793985,0.184212191415305,2116.5856180408,0.00120166226499552,389.900875017414,10.3745178031503,2000
"139","Barceloneta","Raúl Leoni",51.8943281995814,46866.9970793985,0.184212191415305,2168.47994624039,0.00110726804432693,399.460442937084,9.55956791966994,2001
"140","Barceloneta","Raúl Leoni",18.5000224865431,46866.9970793985,0.184212191415305,2186.97996872693,0.000394734539001971,402.868372620563,3.40792968347852,2002
"141","Barceloneta","Raúl Leoni",20.3837427707981,46866.9970793985,0.184212191415305,2207.36371149773,0.000434927433824393,406.623306545617,3.7549339250546,2003
"142","Barceloneta","Raúl Leoni",382.166010664096,46866.9970793985,0.184212191415305,2589.52972216182,0.00815426706380738,477.022944854495,70.3996383088779,2004
"143","Barceloneta","Raúl Leoni",9.90209459100524,46866.9970793985,0.184212191415305,2599.43181675283,0.000211280756354623,478.847031398706,1.82408654421071,2005
"144","Barceloneta","Raúl Leoni",10.5629327820034,46866.9970793985,0.184212191415305,2609.99474953483,0.000225381045090397,480.792852394251,1.94582099554541,2006
"145","Barceloneta","Raúl Leoni",10.282318726182,46866.9970793985,0.184212191415305,2620.27706826101,0.000219393589667426,482.686980859632,1.89412846538061,2007
"146","Barceloneta","Raúl Leoni",7.64412129670382,46866.9970793985,0.184212191415305,2627.92118955772,0.000163102433974034,484.095121195142,1.40814033551021,2008
"147","Barceloneta","Raúl Leoni",12.5444737649186,46866.9970793985,0.184212191415305,2640.46566332264,0.000267661137829392,486.405966197529,2.31084500238746,2009
"148","Barceloneta","Raúl Leoni",6.79289857496823,46866.9970793985,0.184212191415305,2647.2585618976,0.00014493991504214,487.657300930086,1.2513347325568,2010
"149","Barceloneta","Raúl Leoni",32.4473360396307,46866.9970793985,0.184212191415305,2679.70589793724,0.000692328035966565,493.634495807535,5.97719487744917,2011
"150","Barceloneta","Raúl Leoni",6.78888608427909,46866.9970793985,0.184212191415305,2686.49478402151,0.00014485430062391,494.885091390389,1.25059558285392,2012
"151","Barceloneta","Raúl Leoni",7.26186166895696,46866.9970793985,0.184212191415305,2693.75664569047,0.000154946169404762,496.222814842183,1.33772345179336,2013
"152","Barceloneta","Raúl Leoni",6.79128422278048,46866.9970793985,0.184212191415305,2700.54792991325,0.000144905469647974,497.473852191385,1.25103734920258,2014
"153","Barceloneta","Raúl Leoni",0,46866.9970793985,0.184212191415305,2700.54792991325,0,497.473852191385,0,2015
"154","Barceloneta","Raúl Leoni",14.6156481124021,46866.9970793985,0.184212191415305,2715.16357802565,0.000311853735532519,500.166232759126,2.69238056774056,2016
"155","Barceloneta","Raúl Leoni",14.9058269352835,46866.9970793985,0.184212191415305,2730.06940496094,0.000318045274162353,502.912067803732,2.74583504460585,2017
"156","Barceloneta","Raúl Leoni",3.86929010599852,46866.9970793985,0.184212191415305,2733.93869506694,8.25589507995032e-05,503.624838213379,0.712770409647545,2018
"157","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2733.93869506694,0,0.271507709796576,0,1993
"158","Cachamay","Caroní",0.187971691112229,25.2663293717039,9.93100943654953e-05,2734.12666675805,0.00743961215524805,0.271526377282959,1.86674863823972e-05,1994
"159","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.12666675805,0,0.271526377282959,0,1995
"160","Cachamay","Caroní",0.187971692429544,25.2663293717039,9.93100943654953e-05,2734.31463845048,0.00743961220738522,0.271545044769472,1.86674865132199e-05,1996
"161","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.31463845048,0,0.271545044769472,0,1997
"162","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.31463845048,0,0.271545044769472,0,1998
"163","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.31463845048,0,0.271545044769472,0,1999
"164","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.31463845048,0,0.271545044769472,0,2000
"165","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.31463845048,0,0.271545044769472,0,2001
"166","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.31463845048,0,0.271545044769472,0,2002
"167","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.31463845048,0,0.271545044769472,0,2003
"168","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.31463845048,0,0.271545044769472,0,2004
"169","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.31463845048,0,0.271545044769472,0,2005
"170","Cachamay","Caroní",0.0939861769616379,25.2663293717039,9.93100943654953e-05,2734.40862462744,0.00371981919411271,0.271554378545575,9.3337761031124e-06,2006
"171","Cachamay","Caroní",0.0939855154679059,25.2663293717039,9.93100943654953e-05,2734.50261014291,0.0037197930132725,0.271563712255985,9.33371041010745e-06,2007
"172","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.50261014291,0,0.271563712255985,0,2008
"173","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.50261014291,0,0.271563712255985,0,2009
"174","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.50261014291,0,0.271563712255985,0,2010
"175","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.50261014291,0,0.271563712255985,0,2011
"176","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.50261014291,0,0.271563712255985,0,2012
"177","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.50261014291,0,0.271563712255985,0,2013
"178","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.50261014291,0,0.271563712255985,0,2014
"179","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.50261014291,0,0.271563712255985,0,2015
"180","Cachamay","Caroní",0.0939822047059996,25.2663293717039,9.93100943654953e-05,2734.59659234761,0.00371966197873014,0.271573045637603,9.33338161803012e-06,2016
"181","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.59659234761,0,0.271573045637603,0,2017
"182","Cachamay","Caroní",0,25.2663293717039,9.93100943654953e-05,2734.59659234761,0,0.271573045637603,0,2018
"183","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.59659234761,0,0.311099780475948,0,1993
"184","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.59659234761,0,0.311099780475948,0,1994
"185","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.59659234761,0,0.311099780475948,0,1995
"186","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.59659234761,0,0.311099780475948,0,1996
"187","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.59659234761,0,0.311099780475948,0,1997
"188","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.59659234761,0,0.311099780475948,0,1998
"189","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.59659234761,0,0.311099780475948,0,1999
"190","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.59659234761,0,0.311099780475948,0,2000
"191","Catedral","Heres",0.0940228701611928,28.9437764433338,0.00011376441459282,2734.69061521777,0.00324846587815764,0.31111047693273,1.06964567822249e-05,2001
"192","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2002
"193","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2003
"194","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2004
"195","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2005
"196","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2006
"197","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2007
"198","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2008
"199","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2009
"200","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2010
"201","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2011
"202","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2012
"203","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2013
"204","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2014
"205","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2015
"206","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2016
"207","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2017
"208","Catedral","Heres",0,28.9437764433338,0.00011376441459282,2734.69061521777,0,0.31111047693273,0,2018
"209","Cedeño","Cedeño",35.2212744706147,10630.4975152209,0.0417835015073879,2769.91188968839,0.0033132291710886,115.736617618126,1.47166817493505,1993
